Anoste|protein1168	GO:0003713,GO:0000124
Anoara|LOC120895927	GO:0036064,GO:0005813
Anogam|LOC1276617	GO:0070189,GO:0004502,GO:0005741
Anoste|protein4725	GO:0061632,GO:0071014,GO:0000398
Anoalb|LOC118464657	GO:0016791,GO:0030837,GO:0003779
Anoalb|LOC118458389	GO:0016020,GO:0016757,GO:0003830,GO:0006044
Anogam|LOC3291761	GO:0005764,GO:0004559
Anoalb|LOC118465411	GO:0055085,GO:0022857,GO:0016020
Anoalb|LOC118459401	GO:0016020
Anoste|protein18778	GO:0030424,GO:0030425,GO:0043025,GO:0007635,GO:0008049
Anogam|LOC1273594	GO:0030121,GO:0043195,GO:0030122,GO:0022857,GO:0005277,GO:0007268
Anoalb|LOC118457292	GO:0005506,GO:0016717,GO:0005789,GO:0006636,GO:0004768
Anoalb|LOC118460584	GO:0005737,GO:0061630,GO:0016567,GO:0007265
Anoalb|LOC118462498	GO:0043565
Anoste|protein14511	GO:0004930,GO:0032870,GO:0042277,GO:0005886,GO:0007186
Anogam|LOC1281727	GO:0072334,GO:0000139,GO:0005460,GO:0005789,GO:0055085,GO:0022857,GO:0005459
Anoara|LOC120895604	GO:0035097,GO:0045893,GO:0042800
Anofun|LOC125762577	GO:0006529,GO:0004066,GO:0005829
Anoste|protein13940	GO:0006517,GO:0000139,GO:0006491,GO:0004559
Anofun|LOC125762552	GO:0000981,GO:0009952,GO:0000978,GO:0005654,GO:0045944
Anoalb|LOC118462799	GO:0051536,GO:0005829,GO:0005524,GO:0140663,GO:0016226
Anofun|LOC125770424	GO:0070006,GO:0008270,GO:0043171,GO:0016020,GO:0042277,GO:0005737,GO:0006508,GO:0005615
Anofun|LOC125761659	GO:0008289,GO:0016020,GO:0015485,GO:0032934,GO:0032541,GO:0005829,GO:0015248
Anoste|protein12331	GO:0000981,GO:0006355,GO:0000785,GO:0000978,GO:0003700,GO:0005634,GO:0001708,GO:0006357
Anoste|protein16454	GO:0006062,GO:0003939
Anoara|LOC120896373	GO:0019509,GO:0043874
Anoalb|LOC118465834	GO:0006396
Anogam|LOC4576468	GO:0043231
Anoalb|LOC118460917	GO:0010165,GO:0032807,GO:0005634,GO:0005958,GO:0051351,GO:0003677,GO:0051103,GO:0006302,GO:0006303,GO:0006310
Anoste|protein10550	GO:0035145,GO:0008380,GO:0071013
Anoste|protein12170	GO:0030667,GO:0004500,GO:0042421,GO:0005507,GO:0042420,GO:0005615,GO:0006589
Anoalb|LOC118465253	GO:0007165,GO:0005525,GO:0016020
Anoste|protein1624	GO:0031932,GO:0031929,GO:0005634,GO:0004674,GO:0016242,GO:0005737,GO:0031931
Anogam|LOC1279747	GO:0071577,GO:0005385,GO:0006882
Anogam|LOC1275549	GO:0005634,GO:0032958,GO:0035299,GO:0005524,GO:0052746
Anoalb|LOC118460720	GO:0005737,GO:0019538,GO:0006508,GO:0070006,GO:0008233,GO:0030145
Anoara|LOC120904987	GO:0006508,GO:0070573
Anogam|LOC1269276	GO:0005778,GO:0007031
Anoalb|LOC118459768	GO:0005634,GO:0006325
Anoste|protein8164	GO:0005737
Anogam|LOC11175951	GO:0006629,GO:0005737,GO:0000302
Anoalb|LOC118461421	GO:1990380,GO:0071108,GO:0004843
Anoara|LOC120900502	GO:0005640,GO:0034993,GO:0007097,GO:0005737,GO:0051015
Anoste|protein14278	GO:0015934,GO:0003735,GO:0006412
Anogam|LOC1271935	GO:0004824,GO:0005829,GO:0017101,GO:0005739,GO:0006430,GO:0000049
Anoste|protein4370	GO:0043565
Anoalb|LOC118466544	GO:0004842,GO:0017124,GO:0030971,GO:0045121,GO:0023051,GO:0005886,GO:0007165,GO:0061630,GO:0007175
Anoste|protein17184	GO:0016559,GO:0005778
Anogam|LOC1279293	GO:0008010,GO:0062129
Anoalb|LOC118465699	GO:0008010,GO:0062129
Anoalb|LOC118468403	GO:0003700,GO:0005634,GO:0006357,GO:0000981,GO:0030154
Anoalb|LOC118458152	GO:0016020,GO:0042246,GO:0007155
Anoste|protein14592	GO:0016491,GO:0050660
Anoste|protein9158	GO:0007275,GO:0033674,GO:0005886,GO:0004714,GO:0007169,GO:0043235
Anogam|LOC1273315	GO:0070816,GO:0006468,GO:0045944,GO:0070985,GO:0004693,GO:0004674,GO:0008353,GO:0005737,GO:0005634
Anogam|LOC1269169	GO:0004402,GO:0031509,GO:0005634
Anoste|protein7427	GO:0005615
Anoste|protein14566	GO:0031267,GO:0043087,GO:0005096
Anoalb|LOC118464600	GO:0006355,GO:0005634
Anoalb|LOC118468724	GO:0000977,GO:0006357,GO:0000978,GO:0000981,GO:0005634
Anofun|LOC125763777	GO:0006915
Anoste|protein13609	GO:0034203,GO:0005789,GO:0016020,GO:0006488
Anoalb|LOC118466421	GO:0000981,GO:0043565,GO:0005634,GO:0006357
Anoalb|LOC118461727	GO:0005737,GO:0004674,GO:0030036,GO:0005634
Anogam|LOC4578506	GO:0031011,GO:0002020
Anoste|protein15926	GO:0003352
Anoalb|LOC118466739	GO:0008234
Anoara|LOC120894732	GO:0004252
Anoalb|LOC118457887	GO:0005615,GO:0007608
Anogam|LOC1276390	GO:0005044,GO:0016020,GO:0005737
Anoara|LOC120908520	GO:0005576,GO:0008061,GO:0006032,GO:0004568
Anoalb|LOC118466402	GO:0006357,GO:0005667,GO:0005634
Anoste|protein13878	GO:0006357,GO:0000978,GO:0003700,GO:0000981,GO:0005634,GO:0003677,GO:0048513
Anoste|protein11883	GO:0031966,GO:0070453,GO:0016020
Anogam|LOC1277444	GO:0005622,GO:0003723,GO:0034458,GO:0004386
Anoalb|LOC118467099	GO:0016604,GO:0031053
Anogam|LOC1279309	GO:0032979,GO:0005743,GO:0043022
Anogam|LOC1281207	GO:0006325,GO:0005634,GO:0000123,GO:0035267,GO:0072487,GO:0006355
Anoste|protein13993	GO:0043529,GO:0043495,GO:0071816
Anoalb|LOC118457500	GO:0045504,GO:0005868,GO:0007018,GO:0010970,GO:0045503
Anofun|LOC125771879	GO:0140571,GO:0016020
Anoste|protein5925	GO:0006629,GO:0005737,GO:0000302
Anoalb|LOC118468490	GO:0017178,GO:0017183
Anoste|protein14347	GO:0006412,GO:0003735,GO:0005840
Anoste|protein3180	GO:0043130,GO:0000813,GO:0008333
Anoste|protein534	GO:0000981,GO:0006357,GO:0048568,GO:0035329,GO:0005667,GO:0000978
Anoste|protein4501	GO:0097361,GO:0097428,GO:0051604
Anoste|protein14953	GO:0012505
Anoste|protein13075	GO:0008934,GO:0006020,GO:0007165,GO:0046855
Anogam|LOC1271739	GO:0000226,GO:0072686,GO:0008017
Anogam|LOC1269604	GO:0005739,GO:0032981
Anoalb|LOC118467322	GO:0106035,GO:0005759
Anofun|LOC125764585	GO:0071526,GO:0030334,GO:0017154,GO:0002116,GO:0005886
Anoalb|LOC118468593	GO:0002028,GO:0005886,GO:0017080
Anoara|LOC120900990	GO:0061630,GO:0005737,GO:0043161,GO:0006511,GO:0031624,GO:0007275
Anoalb|LOC118459034	GO:0048487,GO:0008017
Anoalb|LOC118459467	GO:0030515,GO:0034388,GO:0030490,GO:0032040
Anoalb|LOC118465477	GO:0009986,GO:0048856,GO:0005576,GO:0005102
Anofun|LOC125774908	GO:0000981,GO:0000978,GO:0006355
Anoalb|LOC118460997	GO:0006606
Anoara|LOC120896345	GO:0006506,GO:0000506
Anoalb|LOC118467405	GO:0016020,GO:1902936
Anoara|LOC120900964	GO:0005634,GO:0008582,GO:0007411,GO:0061630,GO:0005886
Anogam|LOC1276303	GO:0000122,GO:0016581
Anoalb|LOC118466495	GO:0005762
Anoste|protein8936	GO:0007189,GO:0005886,GO:0004016,GO:0006171
Anoste|protein9030	GO:0062023,GO:0009653
Anogam|LOC1279346	GO:0006623,GO:0035658,GO:0032510
Anofun|LOC125767466	GO:0000460,GO:0030687,GO:0005730,GO:0000470
Anoste|protein8565	GO:0016020
Anogam|LOC133394085	GO:0005739
Anoalb|LOC118461578	GO:0004181,GO:0005615,GO:0006508
Anoste|protein14321	GO:0005737,GO:0005044,GO:0016020
Anoste|protein14619	GO:0003735,GO:0006412,GO:0005762
Anoste|protein11865	GO:0003723,GO:0003735,GO:0006412,GO:0000462,GO:0005840,GO:0022627,GO:0015935
Anogam|LOC1271617	GO:0004439,GO:0004721,GO:0008962
Anoalb|LOC118463222	GO:0000062
Anoalb|LOC118461413	GO:0005737
Anoalb|LOC118460763	GO:0015271,GO:0005267,GO:0030322,GO:0022841,GO:0016020,GO:0071805,GO:0005886
Anoste|protein15987	GO:0016020,GO:0007417,GO:0007409,GO:0043025,GO:0043005
Anoalb|LOC118464253	GO:0004725
Anoste|protein10849	GO:0000439,GO:0006289,GO:0006351
Anoalb|LOC118456421	GO:0005856,GO:0031032
Anofun|LOC125763948	GO:0045905,GO:0016706,GO:0018126,GO:0005634,GO:0005737,GO:0043565
Anofun|LOC125767210	GO:0017005,GO:0006281,GO:0005634,GO:0003690,GO:0008081,GO:0003697
Anoalb|LOC118465389	GO:0004252
Anofun|LOC125760830	GO:0005654,GO:0042393,GO:0006338,GO:0003682,GO:0005730,GO:0005737,GO:0003723
Anoara|LOC120895262	GO:0016757,GO:0006493,GO:0000139,GO:0009101,GO:0016758,GO:0016020
Anoalb|LOC118466433	GO:0015016,GO:0015014,GO:0005794,GO:0019213,GO:0008146
Anoalb|LOC118467931	GO:0005737,GO:0016192,GO:0005634,GO:0018344,GO:0005092,GO:0005968,GO:0007264,GO:0005829
Anoalb|LOC118458942	GO:0016491,GO:0005829
Anofun|LOC125762115	GO:0016616,GO:0005811
Anoste|protein4943	GO:0031429,GO:0031118,GO:0001522,GO:0030515,GO:1904874,GO:0042254,GO:0070034,GO:0031120
Anoalb|LOC118457899	GO:0005634,GO:0070888,GO:0003700,GO:0045944,GO:0009653
Anoalb|LOC118461821	GO:0004252
Anoalb|LOC118468735	GO:0043565,GO:0010468,GO:0005634
Anoste|protein5598	GO:0031998,GO:0005777,GO:0004252,GO:0016485
Anoalb|LOC118466579	GO:0015643
Anofun|LOC125762615	GO:0005929
Anoalb|LOC118459924	GO:0006139,GO:0005524,GO:0019205
Anoalb|LOC118467486	GO:0007266
Anogam|LOC1277337	GO:0005737,GO:0005634,GO:0006370,GO:0004483,GO:0097309
Anoste|protein8000	GO:0003995,GO:0017099,GO:0000062
Anogam|LOC1276662	GO:1902387,GO:0120009,GO:0005829,GO:0120013,GO:0016020,GO:0005737,GO:0035627,GO:1902388
Anoalb|LOC118457026	GO:0006428,GO:0004822
Anoara|LOC120906483	GO:0016020,GO:0003333,GO:0005774,GO:0015179
Anoalb|LOC118457215	GO:0005657,GO:0000400,GO:0033065,GO:0000707,GO:0007131,GO:0008821,GO:0033063
Anoste|protein813	GO:0036396,GO:0003723,GO:0080009
Anoste|protein12890	GO:0016020,GO:0005787,GO:0045047,GO:0006465
Anoalb|LOC118464859	GO:0005886,GO:0017128,GO:0017121
Anofun|LOC125771625	GO:0016263,GO:0016267
Anoara|LOC120895057	GO:0003333,GO:0015179
Anoste|protein3851	GO:0030424,GO:0030425,GO:0043025,GO:0007635,GO:0008049
Anoste|protein15441	GO:0006508,GO:0043418,GO:0070005,GO:0004177,GO:0008234,GO:0009636,GO:0005737
Anoste|protein15016	GO:0007635,GO:0008049,GO:0030424,GO:0030425,GO:0043025
Anogam|LOC1270722	GO:0031490,GO:0005634,GO:0042393,GO:0006355
Anofun|LOC125772146	GO:0005737
Anogam|LOC3291736	GO:0048188
Anogam|LOC4576838	GO:0005737
Anoste|protein18142	GO:0005096,GO:0048471,GO:0031267,GO:0090630,GO:0005829,GO:0006913,GO:0005634
Anoste|protein6417	GO:0006338,GO:0034969,GO:0016274,GO:0005634,GO:0019919,GO:0018216,GO:0042054
Anoalb|LOC118460981	GO:0005886,GO:0006508,GO:0008241,GO:0008237,GO:0016020,GO:0005615
Anoalb|LOC118456849	GO:0043565
Anogam|LOC1278860	GO:0005667,GO:0005634,GO:0006357
Anofun|LOC125769052	GO:0004653,GO:0006493,GO:0005794
Anogam|LOC1276627	GO:0046835,GO:0019150,GO:0005737,GO:0019321
Anogam|LOC1277211	GO:0006888,GO:0006890,GO:0006891,GO:0005198,GO:0030126
Anoalb|LOC118460357	GO:0016012,GO:0060047,GO:0016020
Anoara|LOC120903311	GO:0140575
Anoalb|LOC118461401	GO:0005794,GO:0004653,GO:0006493
Anogam|LOC1271021	GO:0016298,GO:0017171,GO:0005615,GO:0016042
Anofun|LOC125764278	GO:0016020,GO:0004252,GO:0016485,GO:0005802,GO:0000139
Anoste|protein17044	GO:0098662
Anogam|LOC1271915	GO:0008010,GO:0062129
Anoalb|LOC118468231	GO:0005886,GO:0016020
Anoara|LOC120894366	GO:0005737
Anoste|protein16439	GO:0006364,GO:0005730,GO:0032040,GO:0003723
Anogam|LOC1280048	GO:0015031,GO:1901981,GO:0031901
Anofun|LOC125767290	GO:0016829
Anogam|LOC133392882	GO:0016298,GO:0016042,GO:0005615,GO:0017171
Anoalb|LOC118459867	GO:0000724,GO:0030870,GO:0006302,GO:0032508,GO:0003684,GO:0007095
Anoste|protein8072	GO:0006123,GO:0005751
Anoalb|LOC118462483	GO:0001671,GO:0051087,GO:0005739,GO:0044571
Anofun|LOC125774625	GO:0061630,GO:1904294
Anoste|protein18763	GO:0005762,GO:0005840,GO:0006412,GO:0003735
Anoste|protein6642	GO:0031434,GO:0043405,GO:0005634,GO:0032436
Anoste|protein5614	GO:0007417,GO:0021520,GO:0048812,GO:1990837,GO:0005634
Anoara|LOC120903055	GO:0003697,GO:0004520,GO:0005634
Anoste|protein10858	GO:0000146,GO:0004674,GO:0018105,GO:0030832
Anoste|protein18353	GO:0005654,GO:0061574,GO:0000398,GO:0005737
Anogam|LOC1273285	GO:0030317,GO:0031514,GO:0048870
Anoalb|LOC118464246	GO:0005615,GO:0006589,GO:0004500,GO:0005507,GO:0042420,GO:0042421,GO:0030667
Anoalb|LOC118459981	GO:0006508,GO:0004252,GO:0012501,GO:0043065
Anoste|protein6291	GO:0046961
Anoste|protein13280	GO:0005643,GO:0017056
Anoste|protein12513	GO:0048188
Anogam|LOC1269076	GO:0005634,GO:0006274
Anoalb|LOC118466441	GO:0004930,GO:0043410,GO:0071880,GO:0005886
Anoste|protein23	GO:0004850,GO:0006218,GO:0005829
Anoste|protein4931	GO:0005663,GO:0005634,GO:0006281,GO:0006261,GO:0003689
Anoste|protein1990	GO:0006508,GO:0004222,GO:0005739,GO:0006518,GO:0006627
Anoara|LOC120896048	GO:0030552,GO:0005829,GO:0034236,GO:0004862,GO:0005952,GO:2000480
Anoalb|LOC118467903	GO:0005615,GO:0006685,GO:0005764,GO:0046513,GO:0008081,GO:0061750
Anogam|LOC4575990	GO:0015934,GO:0006412,GO:0003735,GO:0005762
Anoalb|LOC118468515	GO:0016491,GO:0046592
Anoalb|LOC118459977	GO:0005739
Anogam|LOC5667642	GO:0006457,GO:0015630,GO:0005829,GO:0007023,GO:0007021,GO:0048487,GO:0015631
Anoara|LOC120903974	GO:0090575,GO:0000978,GO:0006357,GO:0000981
Anoste|protein12704	GO:0097250,GO:0005739
Anoalb|LOC118465034	GO:0006357,GO:0006355,GO:0000981,GO:0000978,GO:0048856,GO:0003677
Anogam|LOC1279757	GO:0005576,GO:0008430,GO:0001887
Anoalb|LOC118456414	GO:0016020
Anoalb|LOC118459381	GO:0006400,GO:0016432,GO:0005634
Anofun|LOC125761538	GO:0004252
Anoste|protein5322	GO:0005737
Anoalb|LOC118464636	GO:0006357,GO:0000981,GO:0005634,GO:0000978,GO:0000977
Anoara|LOC120899559	GO:0000407,GO:0046777,GO:0034727,GO:0016020,GO:0004674,GO:0010508,GO:0061709,GO:0005737,GO:0018105,GO:0010506,GO:0000045,GO:0005776,GO:0042594,GO:0048675,GO:0034045,GO:0000422,GO:0005829
Anoalb|LOC118459773	GO:0097149,GO:0030496,GO:0007266,GO:0005096,GO:0000281,GO:0051256,GO:0051233,GO:0032154,GO:0005634
Anoara|LOC120905171	GO:0016020,GO:0055085,GO:0022857
Anogam|LOC1269269	GO:0051642,GO:0007346,GO:0032039
Anoalb|LOC118456163	GO:0000123,GO:0044545,GO:0035035
Anoste|protein18396	GO:0005737
Anogam|LOC1270681	GO:0005664,GO:0006270,GO:0006260
Anoalb|LOC118462612	GO:0005615,GO:0007608
Anogam|LOC1273525	GO:0000151
Anoalb|LOC118456475	GO:0071880,GO:0043410,GO:0004930,GO:0005886
Anoalb|LOC118466262	GO:0071035,GO:0071031,GO:0003723,GO:0071037,GO:0071039,GO:0071036,GO:0071038,GO:0043629,GO:0031499
Anogam|LOC1278811	GO:0006409,GO:0034456,GO:0032040,GO:0006364,GO:0032545
Anoste|protein4176	GO:0006402,GO:0004518,GO:0003723,GO:0005829,GO:0005634
Anogam|LOC1276945	GO:0015292,GO:0036444,GO:0005262,GO:0051560,GO:1990246
Anoalb|LOC118459354	GO:0006072,GO:0005739,GO:0004368
Anoalb|LOC118456386	GO:0004252
Anoara|LOC120894711	GO:0005794,GO:0007030
Anofun|LOC125772153	GO:0006508,GO:0004252
Anogam|LOC1271086	GO:0003723,GO:0071013,GO:0005622,GO:0004386
Anoara|LOC120898446	GO:0003723,GO:0003735,GO:0022627
Anoalb|LOC118463495	GO:0000981,GO:0005634,GO:0006357
Anoalb|LOC118459443	GO:0098609,GO:0045296,GO:0031175,GO:0016342,GO:0098742,GO:0007275,GO:0008013,GO:0016477
Anoste|protein16198	GO:0006357,GO:0000981,GO:0000977,GO:0071456
Anoalb|LOC118465453	GO:0006954,GO:0038023,GO:0007165,GO:0005886
Anoara|LOC120908505	GO:0008270,GO:0003723
Anoalb|LOC118466306	GO:0016556,GO:0036396
Anoalb|LOC118465538	GO:0004601
Anogam|LOC3290624	GO:0004674,GO:0035612,GO:0005737,GO:0045747,GO:2000369
Anoara|LOC120905132	GO:0005813,GO:0032053,GO:0005814,GO:0007099,GO:0010457,GO:0036064,GO:0044782
Anoste|protein14553	GO:0016798,GO:0004730,GO:0005737
Anoalb|LOC118461148	GO:0000981,GO:0006357,GO:0000977
Anogam|LOC1281040	GO:0031519,GO:0003682,GO:0061630,GO:0000151
Anoste|protein5915	GO:0070979,GO:0005680
Anoalb|LOC118464114	GO:0008076,GO:0006813,GO:0016020,GO:0005251,GO:0071805,GO:0005249,GO:0001508
Anogam|LOC133393644	GO:0062023,GO:0005615
Anoste|protein3554	GO:0008270,GO:0017186,GO:0016603
Anogam|LOC3291004	GO:0005829
Anoste|protein15849	GO:0030424,GO:0005737
Anogam|LOC1270928	GO:0031080,GO:0000972,GO:0006606,GO:0017056,GO:0016973
Anogam|LOC4577554	GO:0005634,GO:0005829,GO:0003730
Anoalb|LOC118456343	GO:0008239
Anoalb|LOC118459879	GO:0140664,GO:0006312,GO:0005634,GO:0032301,GO:0006298,GO:0003690,GO:0030983,GO:0005524
Anoalb|LOC118456548	GO:0006106,GO:0006108,GO:0006099,GO:0005739,GO:0004333
Anoste|protein2343	GO:0043596,GO:0006281,GO:0006261,GO:0003682,GO:0000278
Anoalb|LOC118456607	GO:0062129,GO:0008010
Anoalb|LOC118460747	GO:0001510,GO:0031167,GO:0008168,GO:0005762,GO:0008173
Anofun|LOC125774826	GO:0005096,GO:0031267,GO:0043087
Anoste|protein10537	GO:0032426,GO:0005929,GO:0005886,GO:0002142
Anoste|protein2699	GO:0008478,GO:0005829,GO:0009443
Anoste|protein9698	GO:0006357,GO:0000981,GO:0000977
Anofun|LOC125770732	GO:0005739,GO:0045454
Anoara|LOC120896595	GO:0005886,GO:0004930,GO:0007186
Anoste|protein15044	GO:0016020
Anofun|LOC125767884	GO:0008194
Anogam|LOC5668303	GO:0048471,GO:0090630,GO:0031267,GO:0005829,GO:0006913,GO:0005634,GO:0005096
Anoste|protein7787	GO:0140662
Anoste|protein9042	GO:0005929
Anoalb|LOC118468784	GO:0032589,GO:0050808
Anoalb|LOC118467317	GO:0006508,GO:0004252
Anoste|protein14948	GO:0004222,GO:0006509,GO:0005886,GO:0007219
Anoste|protein14122	GO:0016180,GO:0032039
Anoalb|LOC118457534	GO:0004085,GO:0005739,GO:0003995,GO:0046359,GO:0033539
Anogam|LOC1276033	GO:0022857,GO:0055085,GO:0016020
Anogam|LOC1281707	GO:0016020
Anoalb|LOC118458135	GO:0004674
Anogam|LOC1277799	GO:0003723
Anoste|protein7446	GO:0006357,GO:0005634
Anogam|LOC1277864	GO:0006396,GO:0031053,GO:0004525,GO:0031054,GO:0070877,GO:0005634
Anofun|LOC125761528	GO:0006886,GO:0005737,GO:0007034
Anoste|protein18419	GO:0005886,GO:0072659,GO:0031340,GO:0010828,GO:0090314,GO:0005544,GO:0005509,GO:0065002
Anoalb|LOC118462025	GO:0007224,GO:0016020,GO:0022857
Anofun|LOC125766169	GO:0016616,GO:0005811
Anoste|protein12505	GO:0015171,GO:0015189,GO:0097638,GO:0000064,GO:0005886,GO:1903352,GO:0006865,GO:0061459
Anoalb|LOC118457685	GO:0005576
Anoste|protein18730	GO:0055085,GO:0016020,GO:0022857
Anogam|LOC5667107	GO:0060285,GO:0070286,GO:0003352,GO:0005930,GO:0005858
Anoste|protein1629	GO:0015986,GO:0046933,GO:0042776,GO:0005743
Anofun|LOC125771120	GO:0005484,GO:0006890,GO:0006888
Anoste|protein6589	GO:0015934,GO:0070180,GO:0003735,GO:0006412,GO:0022625,GO:0005840
Anogam|LOC1277274	GO:0003735,GO:0005762
Anoste|protein6480	GO:0006412,GO:0022625,GO:0005840,GO:0022618,GO:0003735
Anoara|LOC120903172	GO:0009101,GO:0008250
Anoalb|LOC118466183	GO:0005634,GO:0006357
Anoste|protein15776	GO:0008235,GO:0006508
Anogam|LOC5667671	GO:0005763
Anoalb|LOC118460835	GO:0016567,GO:0061630
Anofun|LOC125768015	GO:0006357,GO:0000978,GO:0000981
Anoste|protein45	GO:0015629,GO:0005886,GO:0000146,GO:0016020,GO:0007015,GO:0005737,GO:0030139,GO:0051015,GO:0030048
Anogam|LOC1271006	GO:0003677,GO:0006352
Anoste|protein8593	GO:0000981,GO:0005634,GO:0006357,GO:0043565
Anoste|protein9433	GO:0000971,GO:0003972,GO:0008452,GO:0006396,GO:0005634,GO:0072669
Anoalb|LOC118461875	GO:0045179,GO:0009786,GO:0000132,GO:0045176,GO:0008093,GO:0008356
Anoalb|LOC118458611	GO:0000981,GO:0005634,GO:0006357
Anoalb|LOC118458178	GO:0022857,GO:1902495,GO:0034220
Anogam|LOC11175956	GO:0022857,GO:1902495,GO:0034220
Anoste|protein4661	GO:0071880,GO:0043410,GO:0004930,GO:0005886
Anoste|protein13908	GO:0003723
Anoste|protein7139	GO:0008049,GO:0030425,GO:0043025,GO:0030424,GO:0007635
Anogam|LOC1275501	GO:0008160,GO:0000159,GO:0005634,GO:0005737,GO:0003755,GO:0007052,GO:0019211
Anogam|LOC1277231	GO:0005615
Anoste|protein18477	GO:0009361,GO:0006099,GO:0005739,GO:0004776,GO:0004775
Anogam|LOC1273932	GO:0043005
Anoste|protein16233	GO:0004816,GO:0005737,GO:0006421
Anoalb|LOC118464104	GO:0033674,GO:0005886,GO:0007275,GO:0007169,GO:0004714,GO:0043235,GO:0017147
Anoste|protein10598	GO:0062023,GO:0005615
Anofun|LOC125763953	GO:0010468,GO:0005634
Anogam|LOC1275237	GO:0005634,GO:0005737,GO:0003729
Anogam|LOC1278521	GO:0086010,GO:0005886,GO:0005248,GO:0005261,GO:0019228,GO:0035725,GO:0001518
Anoalb|LOC118459956	GO:0006783,GO:0005739,GO:0004325
Anogam|LOC1269992	GO:0000463,GO:0042254,GO:0003723,GO:0005730,GO:0070545
Anoste|protein6798	GO:0005739,GO:0016818
Anofun|LOC125761895	GO:0070577,GO:0005634,GO:0070628,GO:0010499,GO:0005829,GO:0016504
Anogam|LOC4578503	GO:0005891,GO:0098703,GO:0008331
Anofun|LOC125770668	GO:0004605,GO:0005789
Anoalb|LOC118462070	GO:0016020
Anoalb|LOC118456334	GO:0030127,GO:0090114,GO:0006606,GO:0031080,GO:0005198,GO:0032008,GO:0032527
Anoalb|LOC118465505	GO:0034314,GO:0043015,GO:0043014,GO:0042147,GO:0032456,GO:0005769,GO:0071203,GO:0006887,GO:0055037
Anoste|protein6601	GO:0005665,GO:0005666,GO:0006366,GO:0042797,GO:0001056,GO:0001055,GO:0005736,GO:0001054,GO:0006362,GO:0003899
Anogam|LOC1270939	GO:0022857,GO:0016020,GO:0055085
Anoalb|LOC118459326	GO:0098609,GO:0005911,GO:0005509
Anoalb|LOC118466117	GO:0003723,GO:0005634
Anoste|protein11886	GO:0000287,GO:0030145,GO:0008409,GO:0017108,GO:0005634,GO:0004523
Anogam|LOC1273971	GO:0005634
Anoste|protein4736	GO:0005085,GO:0005851,GO:0006413,GO:0003743
Anoste|protein5397	GO:0006364,GO:0000470,GO:0000460,GO:0030687,GO:0090730,GO:0004519
Anoste|protein7243	GO:0015280,GO:0035725,GO:0006814,GO:0005272,GO:0016020,GO:0005886
Anoste|protein16270	GO:0005615,GO:0007608
Anoste|protein1450	GO:0062129,GO:0008010
Anoalb|LOC118457839	GO:0016020,GO:0008417,GO:0009101
Anoara|LOC120899879	GO:0017171
Anoste|protein8542	GO:0006368,GO:0003723,GO:0003690,GO:0016973,GO:0070390,GO:0000973
Anoste|protein2588	GO:0071006,GO:0005737,GO:0000974,GO:0061630,GO:0004842,GO:0000398
Anoste|protein17119	GO:0009083,GO:0005947
Anoalb|LOC118462685	GO:0006656,GO:0071617,GO:0016020,GO:0016746,GO:0047184,GO:0030258
Anoalb|LOC118457524	GO:0045165,GO:0005125,GO:0005576,GO:0005615,GO:0007275,GO:0005109,GO:0005102,GO:0060070,GO:0016055,GO:0030182
Anoste|protein17072	GO:0015934,GO:0006412,GO:0003735,GO:0005840,GO:0070180,GO:0005762
Anofun|LOC125764354	GO:0000977,GO:0006357,GO:0000981,GO:0005634
Anoste|protein4403	GO:0006357,GO:0045786,GO:0005634,GO:0008285
Anoara|LOC120903195	GO:0045944,GO:0007420,GO:0030154,GO:0030182,GO:0000978,GO:0001228,GO:0000122,GO:0005634
Anoalb|LOC118463901	GO:0004439,GO:0048488,GO:0046856
Anoalb|LOC118467651	GO:0005886
Anoalb|LOC118465991	GO:0005737,GO:0034451,GO:0036159,GO:0036158,GO:0044458
Anoalb|LOC118466150	GO:0005829,GO:0097352,GO:0005634,GO:0034098,GO:0016887,GO:0031593,GO:0030970,GO:0051228
Anoalb|LOC118462972	GO:0036396,GO:0001734,GO:0080009,GO:0005634,GO:0008168
Anogam|LOC4576181	GO:0061015,GO:0005737,GO:0005634
Anoalb|LOC118462653	GO:0098655,GO:0044877,GO:0005886,GO:0017071,GO:0005221,GO:0030553,GO:0005223,GO:0005222
Anoalb|LOC118460862	GO:0045165,GO:0030182,GO:0007275,GO:0005615,GO:0005102,GO:0060070,GO:0005109,GO:0005125,GO:0005576,GO:0016055
Anoara|LOC120898610	GO:0008080
Anogam|LOC1280711	GO:0006270,GO:1902977,GO:0003697,GO:0031261,GO:0000727,GO:0003682,GO:0003688
Anoalb|LOC118457139	GO:0060070,GO:0005615,GO:0017147,GO:0035567
Anoalb|LOC118460689	GO:0005783,GO:0006612,GO:0016409,GO:0005794,GO:0019706,GO:0018230
Anoalb|LOC118467675	GO:0071038,GO:0000177,GO:0071034,GO:0000467,GO:0000176,GO:0071035,GO:0034475,GO:0034427,GO:0071051,GO:0003723,GO:0043928,GO:0000178
Anoste|protein9891	GO:0043161,GO:0080008
Anoste|protein13382	GO:0000978,GO:0006357,GO:0000981
Anoste|protein14307	GO:0010008,GO:0002084,GO:0008474,GO:0005886
Anoara|LOC120897133	GO:0042273,GO:0006364,GO:0005730,GO:0003723,GO:0000956,GO:0030687
