## 1.1.1
## assembly	: /home/STUDENTI/sara.mattiolo/SARA-LAB-GENOMIC/02_KmerBased_genomesurvey/03_GenomeAssembly/02_contaminants/Anoste_pol.fasta
## coverage	 bam0 - /home/STUDENTI/sara.mattiolo/SARA-LAB-GENOMIC/02_KmerBased_genomesurvey/03_GenomeAssembly/02_contaminants/Anoste_pol_sorted.bam
## taxonomy	 tax0 - /home/STUDENTI/sara.mattiolo/SARA-LAB-GENOMIC/02_KmerBased_genomesurvey/03_GenomeAssembly/02_contaminants/Anoste_blast.tsv
## nodesDB	: None
## taxrule	: bestsum
## min_score	: 0.0
## min_diff	: 0.0
## tax_collision_random	: False
##
# name	length	GC	N	bam0	phylum.t.6%s	phylum.s.7%s	phylum.c.8
ctg809	4896	0.4894	0	684.4691	Arthropoda	8785.0	0
ctg805	4913	0.4692	0	117.6503	Arthropoda	37584.0	0
ctg812	4798	0.4531	0	0.0	no-hit	0.0	0
ctg811	5092	0.4845	0	1243.4915	Arthropoda	6923.0	0
ctg806	14495	0.4017	0	135.6733	Arthropoda	53700.0	0
ctg808	4223	0.2524	0	0.4901	no-hit	0.0	0
ctg816	4785	0.559	0	3.1512	Arthropoda	52378.0	0
ctg810	3507	0.2803	0	0.2529	no-hit	0.0	0
ctg813	3050	0.4082	0	0.0485	no-hit	0.0	0
ctg814	23496	0.4373	0	12.7785	Arthropoda	98421.0	0
ctg818	4915	0.3115	0	5.8952	Bacteroidota	85555.0	0
ctg817	4091	0.4727	0	163.0431	Arthropoda	213.0	0
ctg822	3993	0.4518	0	178.0403	Arthropoda	213.0	0
ctg824	4954	0.4526	0	4.7148	Arthropoda	8428.0	0
ctg826	3867	0.2221	0	4.1287	no-hit	0.0	0
ctg825	2190	0.4562	0	381.8607	Arthropoda	219.0	0
ctg609	10601	0.609	0	0.0	no-hit	0.0	0
ctg821	4947	0.3814	0	119.6805	Arthropoda	298.0	0
ctg782	3644	0.4092	0	0.0	no-hit	0.0	0
ctg827	2561	0.4506	0	140.7878	Arthropoda	213.0	0
ctg819	3985	0.3508	0	0.0	Arthropoda	8692.0	0
ctg829	2493	0.2078	0	0.4151	no-hit	0.0	0
ctg830	7271	0.4838	0	852.2341	Arthropoda	8102.0	0
ctg828	3852	0.3699	0	157.7699	Arthropoda	259.0	0
ctg834	12109	0.4296	0	0.0122	Arthropoda	3885.0	0
ctg831	7874	0.4917	0	1710.6537	Arthropoda	28564.0	0
ctg833	6731	0.4086	0	93.8022	Arthropoda	25550.0	0
ctg837	11475	0.4909	0	1078.4576	Arthropoda	5478.0	0
ctg823	4504	0.3617	0	0.0328	no-hit	0.0	0
ctg832	19769	0.4717	0	0.157	Arthropoda	19417.0	0
ctg815	8389	0.498	0	943.3002	Arthropoda	12027.0	0
ctg839	19163	0.495	0	858.0826	Arthropoda	6010.0	0
ctg836	25529	0.4445	0	208.5801	Arthropoda	19276.0	0
ctg841	20927	0.2865	0	56.986	no-hit	0.0	0
ctg843	6888	0.4916	0	1090.6548	Arthropoda	5607.0	0
ctg842	37654	0.4321	0	0.0157	Arthropoda	58480.0	0
ctg845	8257	0.3988	0	148.4567	Arthropoda	43941.0	0
ctg848	11424	0.4576	0	450.7886	Arthropoda	222.0	0
ctg835	15803	0.2606	0	0.0655	no-hit	0.0	0
ctg849	10076	0.4645	0	40.2439	Arthropoda	4525.0	0
ctg820	3562	0.3223	0	0.083	no-hit	0.0	0
ctg838	12004	0.4128	0	57.8808	Arthropoda	45736.0	0
ctg846	5596	0.4612	0	244.4903	Arthropoda	10934.0	0
ctg840	21874	0.5063	0	410.8006	Arthropoda	44952.0	0
ctg844	26266	0.5236	0	4909.3146	Arthropoda	45302.0	0
ctg847	31528	0.4417	0	0.8768	Arthropoda	138605.0	0
ctg572	9530	0.2866	0	0.0155	no-hit	0.0	0
ctg650	4130	0.6128	0	863.1774	no-hit	0.0	0
ctg550	23027	0.4461	0	0.0064	no-hit	0.0	0
